,Unnamed: 0,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,cleaned_desc
7677,7677,8189,9654,Erica Jong,Fear of Flying,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190180l/9654.jpg,3.44,13061,"fiction, classics",ground breaking novel self discovery freedom womanhood records erotic fantasies outrageous adventures isadora wing travels constantly spite phobia flight accompanied new introduction author reprint
7678,7678,8190,9349915,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",Red Riding Hood,https://images.gr-assets.com/books/1344267754l/9349915.jpg,3.51,14220,"fantasy, romance",valerie s sister beautiful kind sweet dead henri handsome son blacksmith tries console valerie wild heart beats fast another outcast woodcutter peter offers valerie another life far home sister s violent death valerie s world begins spiral control generations werewolf kept bay monthly sacrifice one safe expert wolf hunter arrives villagers learn creature lives among could anyone town soon becomes clear valerie one hear voice creature wolf says must surrender blood moon wanes everyone loves die dangerous new vision classic fairy tale readers want even valerie s riveting story bonus chapter extends drama available http www redridinghoodbook com
7679,7679,8191,4765642,Rashmi Bansal,Stay Hungry Stay Foolish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1236261939l/4765642.jpg,3.62,8598,"business, biography",stay hungry stay foolishrashmi bansal
7680,7680,8192,6694,"Roald Dahl, Quentin Blake",The Giraffe and the Pelly and Me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165604309l/6694._SX318_.jpg,3.8,14180,"fiction, fantasy",billy ladderless window cleaning company cleaning windows duke hampshire s estate spot cobra dangerous cat burglar world stealing duchess s diamonds
7681,7681,8193,17934521,Nickolas Butler,Shotgun Lovesongs,https://images.gr-assets.com/books/1396818566l/17934521.jpg,3.78,9878,"fiction, contemporary",shotgun lovesongsnickolas butler
7682,7682,8194,671724,Conn Iggulden,"The Death of Kings (Emperor, #2)",https://images.gr-assets.com/books/1320470253l/671724.jpg,4.25,10633,"fiction, history",brilliantstunning raved los angeles times conn igguldens first novel emperor gates rome iggulden grand storyteller declared usa today iggulden returns landscape ancient rome life julius caesar new novel filled sumptuous storytelling distinguished first book sweeping windswept pirate ruled seas stifling heat roman senate iggulden takes us path glory julius caesar comes man warrior senator husband leader sweltering sparsely settled region north africa band disheveled soldiers turn eyes toward one man among them ragged dirty half starved men follow leader mad glorious fight honor revenge wants fight leader named julius caesar soldiers roman legionaries quarry band pirates made mistake seizing julius caesarand holding ransom now get revenge caesar turn peasants soldiers building shipborne fighting force decimate pirate fleet dominate mediterranean earning coveted title military tribune rome caesar builds legend far rome friend gaius brutus fighting battles another sort rising power wake shocking assassination dictator brutus caesar close brothers devoted ideals attracted forbidden woman now caesar returnswith winds glory backthey find odds built army elite warriorscaesars forged far flung battles brutus romes political killing fields era men die treachery allegiances two men soon united shock wave north there gladiator named spartacus gathering strength building army seventy thousand desperate slavesto fight cataclysmic battle rome itself filled unforgettable imagesfrom death throes king birth caesars child bloody battlefields greece silent passion loversemperor death kings astounding work stunning blend vibrant history thrilling fiction hardcover edition
7683,7683,8195,106882,Mireille Guiliano,French Women Don't Get Fat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171567893l/106882._SX318_.jpg,3.48,10584,"nonfiction, cookbooks",gourmand s guide slim life shares principles french gastronomy art enjoying edibles proportion arguing secret thin happy lies ability appreciate balance pleasures deprivation guide includes inspirational true life stories simple advice dozens delectable recipes reprint 175 000 first printing
7684,7684,8196,289601,Laura Whitcomb,A Certain Slant of Light,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441806268l/289601._SY475_.jpg,3.83,16769,"paranormal, fantasy",certain slant lightlaura whitcomb
7685,7685,8197,493455,Scott Westerfeld,"The Uglies Trilogy (Uglies, #1-3)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1255574775l/493455.jpg,4.06,13405,"fantasy, fiction",fresh repackaging bestselling uglies boks the series started whole dystopian trend
7686,7686,8198,22693231,Greg Iles,The Bone Tree,https://images.gr-assets.com/books/1421259645l/22693231.jpg,4.18,8055,"fiction, mystery",bone treegreg iles
7687,7687,8199,78971,Jeffrey Archer,False Impression,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429040577l/78971.jpg,3.67,10338,"fiction, thriller",false impressionjeffrey archer
7688,7688,8200,13105527,"pleasefindthis, Iain S. Thomas, Jon Ellis",I Wrote This For You,https://images.gr-assets.com/books/1413756174l/13105527.jpg,4.17,11533,"poetry, romance",pleasefindthis joint work poet iain s thomas photographer jon ellis
7689,7689,8201,56913,"Ina Garten, Quentin Bacon",Barefoot in Paris,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388185491l/56913.jpg,4.19,11128,"cookbooks, nonfiction",author barefoot contessa cookbook applies talent creating simple sophisticated dishes culinary delights france using fresh quality ingredients concoct delicious new twists traditional french favorites including steak au poivre creme brule tasty dishes 250 0000 first printing
7690,7690,8203,347577,Louise Rennison,...and that's when it fell off in my hand,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312508902l/347577.jpg,4.06,14351,"fiction, romance",follow georgia s hilarious antics desperately muddles way teenage life entails make up disasters rapidly expanding nunga nungas school friends highly embarrassing family course boys
7691,7691,8204,16056862,Natasha Anders,The Unwanted Wife,https://images.gr-assets.com/books/1349084566l/16056862.jpg,3.94,17458,"romance, contemporary",unwanted wifenatasha anders
7692,7692,8205,29991719,Emma Chase,Royally Screwed,https://images.gr-assets.com/books/1463068765l/29991719.jpg,4.11,15906,"romance, contemporary",nicholas arthur frederick edward pembrook crowned prince wessco aka royal hotness wickedly charming devastatingly handsome unabashedly arroganthard people constantly bowing you then one snowy night manhattan prince meets dark haired beauty doesnt bow down instead throws pie face nicholas wants find tastes good pie heir apparent used getting wants dating prince isnt waitress olivia hammond ever imagined would be theres disapproving queen wildly inappropriate spare heir relentless paparazzi brutal public scrutiny theyve traded horse drawn carriages rolls royces havent chopped anyones head latelythe royals far accepting commoner olivianicholas worth it nicholas grew whole world watching marriage watch full force end nicholas decide and importantly wants be king man gets love olivia forever
7693,7693,8206,6239873,Anna Godbersen,Splendor,https://images.gr-assets.com/books/1295983771l/6239873.jpg,3.84,16276,"romance, fiction",splendoranna godbersen
7694,7694,8207,31175,Charlotte Brontë,The Professor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1220194504l/31175.jpg,3.56,12140,"fiction, classics",professorcharlotte bront
7695,7695,8208,9815702,Chloe Neill,"Drink Deep (Chicagoland Vampires, #5)",https://images.gr-assets.com/books/1296789716l/9815702.jpg,4.12,21860,"paranormal, fantasy",drink deep chicagoland vampires 5 chloe neill
7696,7696,8209,4653511,غسان كنفاني,رجال في الشمس,https://images.gr-assets.com/books/1321707850l/4653511.jpg,4.16,10016,"fiction, classics",collection important stories novelist journalist teacher palestinina activist ghassan kanafani includes men sun basis film the deceived also volume the land sad oranges if horse the falcon letter gaza
7697,7697,8210,132391,"Hans Christian Andersen, Lisbeth Zwerger, Anthea Bell",Den lille havfrue,https://images.gr-assets.com/books/1309204955l/132391.jpg,4.02,14361,"classics, fantasy",den lille havfruehans christian andersen lisbeth zwerger anthea bell
7698,7698,8211,207687,Meg Cabot,"Big Boned (Heather Wells, #3)",https://images.gr-assets.com/books/1496810737l/207687.jpg,3.84,17672,"mystery, romance",life reasonably rosy plus size ex pop star turned assistant dormitory director sometime sleuth heather wells freeloading ex con dad finally moving out still yearns hot landlord cooper cartwright relationship rebound beau vigorous vegan math professor tad tocco satisfactory best all nobody died lately death dorm aptly nicknamed student residence heather assistant directs course every silver lining ultimately black cloud attached latest murdered corpse clutter jurisdiction turns exceedingly unlovable boss heather finds shortlist prime suspectsalong rabble rousing boyfriend high strung student assistant indecently handsome young campus minister who s accused taking liberties certain girls choir members fame beckoning back show business as star new kids show really bad time get wrapped another homicide plus tad s working ask big question heather s sure answer
7699,7699,8212,330760,Jack Kerouac,The Subterraneans,https://images.gr-assets.com/books/1428958819l/330760.jpg,3.68,10325,"fiction, classics",written course three days three nights subterraneans generated kind ecstatic flash inspiration produced another one kerouac s early classics road centering around tempestuous breakup leo percepied mardou fox two denizens 1950s san francisco underground the subterraneans tale dark alleys smoky rooms artists visionaries adventurers existing outside mainstream america s field vision
7700,7700,8213,181400,"Angela Elwell Hunt, Tim Jonke",The Tale of Three Trees: A Traditional Folktale,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442446987l/181400._SX318_.jpg,4.52,13226,"christian, fiction",three trees dream greatness surprised way dreams come true board pages
7701,7701,8214,419103,Frank Miller,Sin City: The Big Fat Kill,https://images.gr-assets.com/books/1470924869l/419103.jpg,4.1,12625,"comics, fiction",graphic novels offer collection intertwined stories stemming corruption revenge criminal underworld city brutal known the town without pity
7702,7702,8215,16341,Agatha Christie,The Moving Finger,https://images.gr-assets.com/books/1396227246l/16341.jpg,3.84,15142,"mystery, fiction",moving fingeragatha christie
7703,7703,8216,392217,Patricia Cornwell,Hornet's Nest,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388461967l/392217.jpg,3.28,12973,"mystery, fiction",hornet s nestpatricia cornwell
7704,7704,8217,126066,"John Eldredge, Brent Curtis",The Sacred Romance Drawing Closer To The Heart Of God,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441807205l/126066._SY475_.jpg,4,9882,"christian, spirituality",without preachy cliche authors offer glimpse god s heart tender risky compelling sacred romance strikes chord us age lost touch hearts left essential part behind pursuit efficiency success even christian service long something more even know something is open profound book
7705,7705,8218,236056,Louis Sachar,There's a Boy in the Girls' Bathroom,https://images.gr-assets.com/books/1346870062l/236056.jpg,3.95,12732,"fiction, contemporary",unmanageable loveable eleven year old misfit learns believe gets know new school counselor sort misfit too
7706,7706,8219,17233800,Katie McGarry,Crash Into You,https://images.gr-assets.com/books/1370532247l/17233800.jpg,4.28,21136,"romance, contemporary",hiding secrets family expects perfect rachel young falls love isaiah walker foster youth hides secrets shared love street racing puts lives jeopardy
7707,7707,8220,7993566,Edmund Morris,Colonel Roosevelt,https://images.gr-assets.com/books/1320530371l/7993566.jpg,4.1,12745,"biography, history",pulitzer prize winning author rise theodore roosevelt presents chronicle last ten years 26th president s life cover african safaris presidency various brushes death
7708,7708,8221,65336,"William Carlos Williams, Charles Tomlinson",Selected Poems,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549475131l/65336.jpg,4.15,11740,"poetry, classics",offers collection poems along notes text
7709,7709,8222,77786,Timothy Zahn,Star Wars: Vision of the Future,https://images.gr-assets.com/books/1328289436l/77786.jpg,4.06,11657,"fiction, fantasy",henry generally well behaved occasionally arrogant vain henry heart hard worker frequent bouts illness hinder work
7710,7710,8223,6449422,Haruki Murakami,1Q84 Book 2 [Ichi-kyū-hachi-yon],https://images.gr-assets.com/books/1329955515l/6449422.jpg,4.04,9668,"fiction, ebooks",haruki murakami international phenomenon books one two latest masterpiece 1q84 published japan million copies sold one month critical acclaim ensued reported globe readers transfixed mesmerising story aomame tengo strange parallel universe inhabit then one year later surprise delight readers murakami published unexpected book three bringing story close order reflect experience 1q84 s first readers harvill secker publishing books one two one beautifully designed volume book three separate edition long awaited treat fans 1q84 also thrilling introduction unique world murakami s imagination hypnotically addictive novel work startling originality and title suggests mind bending ode george orwell s nineteen eighty four the number 9 japanese pronounced like letter q year 1984 aomame sits taxi expressway tokyo work kind discussed public hurry carry assignment and traffic stand still driver proposes solution agrees result actions starts feel increasingly detached real world top secret mission next job lead encounter apparently superhuman founder religious cult meanwhile tengo leading nondescript life wishes become writer inadvertently becomes involved strange affair surrounding literary prize mysterious seventeen year old girl submitted remarkable first novel seems based experiences moves readers unusual ways story really true aomame tengo notice world grown strange realise indispensable other stories influence one another times accident times intentionally two come closer closer intertwining murakamie tm s new novel coming colorless tsukuru tazaki years pilgrimage the reason death hold tsukuru tazaki clear one day four closest friends friends hee tm d known long time announced want see him talk him ever again
7711,7711,8224,20439328,Ali Smith,How to Be Both,https://images.gr-assets.com/books/1405890478l/20439328.jpg,3.61,9431,"fiction, contemporary",bothali smith
7712,7712,8225,85989,Meg Cabot,Princess on the Brink,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441944648l/85989.jpg,3.7,17654,"romance, contemporary",princess brinkmeg cabot
7713,7713,8226,341281,"Thomas Hardy, Patricia Ingham",The Woodlanders,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389977312l/341281.jpg,3.82,10835,"classics, fiction",giles winterbowne suffers many tribulations selfless love woman station classic tale west country
7714,7714,8228,4071018,Barbara Delinsky,While My Sister Sleeps,https://images.gr-assets.com/books/1320495122l/4071018.jpg,3.82,12719,"fiction, contemporary",sister world class runner suffers massive heart attack leaves coma may never wake up woman family struggle cope tragedy relationships put ultimate test
7715,7715,8229,419083,Mark Bowden,Killing Pablo: The Hunt for the World's Greatest Outlaw,https://images.gr-assets.com/books/1311648121l/419083.jpg,3.93,9469,"history, crime",reveals inside story u s special forces intelligence agencies led largest manhunt history capture contain colombian cocaine cartel kingpin pablo escobar one world s powerful outlaws
7716,7716,8230,12968662,Chris Cleave,Gold,https://images.gr-assets.com/books/1340468522l/12968662.jpg,3.68,6997,"fiction, sports",goldchris cleave
7717,7717,8231,3064985,Lesley Livingston,Wondrous Strange,https://images.gr-assets.com/books/1327879404l/3064985.jpg,3.69,17738,"fantasy, romance",since dawn time faerie taken seventeen year old actress kelley winslow always thought faeries something childhood stories meets sonny flannery he s changelinga mortal taken infant raised among faerieand within short order he s turned kelley s heart inside life upside down kelley s beloved central park parkit s gateway ordinary city faerie s dangerous bewitching otherworld kelley s eyes opening faerie surround her heritage awaits destiny wondrous strange
7718,7718,8232,10395,Franklin Foer,How Soccer Explains the World: An Unlikely Theory of Globalization,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441241407l/10395._SY475_.jpg,3.76,9231,"sports, nonfiction",soccer much game even way life perfect window crosscurrents today s world joys sorrows remarkably insightful wide ranging work reportage franklin foer takes us surprising tour world soccer shining spotlight clash civilizations international economy everything between soccer explains world utterly original book makes sense troubled times
7719,7719,8233,45974,"Fernando Pessoa, Richard Zenith",Livro do Desassossego,https://images.gr-assets.com/books/1382871857l/45974.jpg,4.5,9115,"poetry, fiction",livro desassossegofernando pessoa richard zenith
7720,7720,8234,12791521,"Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh","Batman: Earth One, Volume 1",https://images.gr-assets.com/books/1344369854l/12791521.jpg,4.06,11302,"comics, fiction",reimagining batman s beginnings sheds new light bruce wayne became dark knight seeks revenge parents killers
7721,7721,8236,583924,MaryJanice Davidson,Undead and Unappreciated,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442543610l/583924._SY475_.jpg,3.88,18066,"paranormal, romance",newly crowned queen undead fashion savvy betsy taylor continues reluctant reign trying uncover truth troublesome family secrets reprint
7722,7722,8237,20980959,"Douglas Preston, Lincoln Child",Blue Labyrinth,https://images.gr-assets.com/books/1408116686l/20980959.jpg,4.11,9184,"mystery, thriller",special agent pendergast one original compelling characters contemporary fiction returns preston child s new exhilarating novel blue labyrinth long buried family secret come back haunt special agent aloysius pendergast begins murder one pendergast s implacable feared enemies found doorstep dead pendergast idea responsible killing body brought home mystery hallmarks perfect crime save enigmatic clue piece turquoise lodged stomach deceased gem leads pendergast abandoned mine shore california s salton sea turn propels journey discovery deep family s sinister past pendergast learns work ghastly episode family history stalked subtle killer bent vengeance ancient transgression soon becomes caught wickedly clever plot leaves stricken mind body propels toward reckoning beyond anything could ever imagined
7723,7723,8238,7940589,Manning Marable,Malcolm X: A Life of Reinvention,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347690389l/7940589.jpg,4.2,11448,"biography, history",authoritative biography malcolm x draws new research reveal information contained autobiography including true story behind assasination author beyond black white transforming african american politics reprint national book award finalist
7724,7724,8239,32349,Marlo Morgan,Mutant Message Down Under,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441257420l/32349._SY475_.jpg,3.79,9981,"fiction, spirituality",mutant message fictional account american woman s spiritual odyssey outback australia underground bestseller original self published edition marlo morgan s powerful tale challenge endurance message us all summoned remote tribe nomadic aborigines accompany walkabout woman makes four month long journey learns thrive natural harmony plants animals exist rugged lands australia s bush first day adventure morgan challenged physical requirements journeyshe faces daily tests endurance challenges ultimately contribute personal transformation traveling extraordinary community morgan becomes witness essential way world based ancient wisdom philosophy culture 50 000 years old
7725,7725,8240,4769247,Lara Adrian,Ashes of Midnight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388274773l/4769247.jpg,4.19,18982,"paranormal, romance",vampire warrior andreas reichen uses former lover claire roth pawn deadly game revenge vampire responsible killing breed brethren passion explodes more
7726,7726,8241,112879,"Michael Buckley, Peter Ferguson",Once Upon a Crime,https://images.gr-assets.com/books/1349015477l/112879.jpg,4.26,15091,"fantasy, mystery",fairy tale detectives rush new york city find everafter cure puck trigger chain events includes murder mystery learn many new things mother enchanted sleep
7727,7727,8242,168814,Bert Dodson,Keys to Drawing,https://images.gr-assets.com/books/1172360760l/168814.jpg,4,10004,"art, nonfiction",keys drawingbert dodson
7728,7728,8243,158988,"Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred","Fables, Volume 9: Sons of Empire",https://images.gr-assets.com/books/1375396700l/158988.jpg,4.24,15232,"comics, fantasy",fables volume 9 sons empirebill willingham mark buckingham steve leialoha andrew pepoy gene ha joshua middleton iaki miranda mike allred
7729,7729,8244,1233478,Karen Chance,Embrace the Night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432372340l/1233478._SY475_.jpg,4.09,19294,"paranormal, fantasy",embrace nightkaren chance
7730,7730,8245,171624,Len Deighton,The Ipcress File,https://images.gr-assets.com/books/1295903974l/171624.jpg,3.94,12052,"fiction, thriller",ipcress filelen deighton
7731,7731,8246,158944,"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation",The Boston Cooking-School Cook Book 1896,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347424134l/158944.jpg,4.1,12723,"cookbooks, nonfiction",features nearly two thousand recipes includes chapters dealing microwave outdoor vegetarian cooking
7732,7732,8247,3240691,بهاء طاهر,واحة الغروب,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503527816l/3240691._SX318_.jpg,3.82,10365,"fiction, history",
7733,7733,8249,27208,Flann O'Brien,The Third Policeman,https://images.gr-assets.com/books/1343027425l/27208.jpg,4.02,10352,"fiction, fantasy",publication third policeman dalkey archive press o brien s fiction back print
7734,7734,8250,4285768,Alexander McCall Smith,Tea Time for the Traditionally Built,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388185473l/4285768.jpg,4.11,15001,"mystery, fiction",precious ramotswe tries recover trusty white van husband sells replaces characterless modern vehicle no 1 ladies detective agency tries discover local football team s games fixed
7735,7735,8251,273512,Erin Hunter,"Starlight (Warriors: The New Prophecy, #4)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392456105l/273512.jpg,4.28,15719,"fantasy, fiction",erin hunters 1 nationally bestselling warriors series continues warriors new prophecynow featuring fierce new art fourth book second series warriors new prophecy 4 starlight brings adventure intrigue thrilling battles epic world warrior clans peace blood spill blood clans finally arrived new home must struggle establish territories learn hidden dangers unfamiliar world important must find replacement moonstonea place communicate starclan one cat harboring sinister plans could lead violence darkness warriors wait sign begin realize threats face forest may perilous threats face within supports common core state standards
7736,7736,8252,13522957,Suzanne Wright,Feral Sins,https://images.gr-assets.com/books/1331458140l/13522957.jpg,4.12,21978,"paranormal, romance",female wolf shifter taryn warner first encounters trey coleman alpha male wolf shifter dangerous reputation determined resist charms taryn finds drawn trey s forceful demeanor arctic blue eyes eventually agrees enter uneasy alliance him two succeed convincing respective packs they ve chosen mates trey win valuable political allies taryn escape odious arranged mating able maintain clear heads needed pull deception
7737,7737,8253,87424,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",Tintin au pays des Soviets,https://images.gr-assets.com/books/1327959256l/87424.jpg,3.67,10702,"comics, fiction",tintin au pays des sovietsherg leslie lonsdale cooper michael turner
7738,7738,8254,9998705,Kathy Reichs,Flash and Bones,https://images.gr-assets.com/books/1306253347l/9998705.jpg,3.86,14064,"mystery, crime",latest entry series producer bones television hit finds forensic anthropologist dr temperance brennan investigating possible fbi cover up ties disappearance nascar crew member s sister right wing extremist group secret substance reprint tv tie in
7739,7739,8255,23453099,Ottessa Moshfegh,Eileen,https://images.gr-assets.com/books/1479545528l/23453099.jpg,3.38,10460,"fiction, mystery",dreaming life city caring alcoholic father working 1960s boys prison disturbed young woman manipulated committing psychologically charged crime holiday season
7740,7740,8256,1566705,J.D. Robb,Creation in Death ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1185298023l/1566705._SY475_.jpg,4.34,16050,"mystery, romance",25th death novel 1 new york times bestselling author
7741,7741,8257,770040,Anna Dewdney,Llama Llama Mad at Mama,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442605521l/770040._SX318_.jpg,4.28,14175,"fiction, poetry",young llama wants play must go shopping mother instead gets angry makes mess store
7742,7742,8258,18594594,Karin Slaughter,Cop Town,https://images.gr-assets.com/books/1384822680l/18594594.jpg,3.88,10660,"mystery, thriller",reluctant rookie cop kate murphy finds teamed agenda seeking maggie lawson manhunt cop killer
7743,7743,8259,165053,"Nicholas Ganz, Tristan Manco",Graffiti World: Street Art from Five Continents,https://images.gr-assets.com/books/1302039517l/165053.jpg,4.01,9000,"art, nonfiction",history graffiti art traces evolution late 1960s today citing reflection hip hop culture well symbolism youth art
7744,7744,8260,1918702,Ed Young,Lon Po Po,https://images.gr-assets.com/books/1265127897l/1918702.jpg,4.03,14340,"fantasy, fiction",haunting chinese rendition classic tale little red riding hood follows adventures young shang tao paotze encounter terrifying wolf reprint caldecott medal boston globe horn book award
7745,7745,8261,348632,Anita Amirrezvani,The Blood of Flowers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440786428l/348632._SY475_.jpg,3.95,11871,"fiction, history",blood flowersanita amirrezvani
7746,7746,8262,45181,E. Nesbit,Five Children and It ,https://images.gr-assets.com/books/1327882197l/45181.jpg,3.88,16059,"fantasy, classics",cyril anthea robert jane baby brother go digging gravel pit last thing expect find psammead ancient sand fairy sand fairy pet means one wish granted day children realize trouble wishes cause timeless classic introduction quentin blake award winning illustrator first ever children s laureate 19992001
7747,7747,8263,18387597,Essam Youssef,2 ضباط,https://images.gr-assets.com/books/1377876467l/18387597.jpg,3.64,8109,"fiction, thriller",2 essam youssef
7748,7748,8264,559889,Clive Cussler,"Flood Tide (Dirk Pitt, #14)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328033231l/559889.jpg,3.88,11987,"fiction, mystery",dirk pitt matches wits nefarious chinese smuggler specializes secretly transporting illegal chinese immigrants countries around world tracks quarry remote port louisiana searches treasure ship sankat beginning world war ii
7749,7749,8265,23299512,Victoria Schwab,This Savage Song,https://images.gr-assets.com/books/1445529989l/23299512.jpg,4.14,17210,"fantasy, paranormal",savage songvictoria schwab
7750,7750,8266,8456124,"L.J. Smith, Kevin Williamson, Julie Plec",Bloodlust,https://images.gr-assets.com/books/1287687704l/8456124.jpg,4.05,11333,"fantasy, romance",new beginning stefan salvatore s first love turned vampire worldand soulwere destroyed brother damon must flee hometown risk discovered killed brothers head new orleans looking safe haven city dangerous ever imagined full vampiresand vampire hunters stefan s eternal life forever damned based popular cw tv show inspired bestselling novels stefan s diaries reveals truth really happened stefan damon katherineand vampire diaries love triangle began
7751,7751,8268,17838528,Morgan Matson,The Unexpected Everything,https://images.gr-assets.com/books/1443203227l/17838528.jpg,4.07,18752,"contemporary, romance",unexpected everythingmorgan matson
7752,7752,8269,43799,"Anne Rampling, Anne Rice",Exit to Eden,https://images.gr-assets.com/books/1328206253l/43799.jpg,3.55,11846,"fiction, romance",lisa founder exclusive sexual fantasy resort called club finds stern self control disrupted falls love elliot photojournalist contracted slave resort reprint 50 000 first printing
7753,7753,8270,6654104,"Mary-Jane Knight, Rick Riordan",Percy Jackson: The Ultimate Guide,https://images.gr-assets.com/books/1360574678l/6654104.jpg,4.12,14173,"fantasy, fiction",handbook half blood without fully illustrated in depth guide gods monsters things percy novelty companion best selling series comes complete trading cards full color diagrams maps packaged handy manual size pob crisp magnetic flap enclosure divdiv
7754,7754,8271,13239822,G. Willow Wilson,Alif the Unseen,https://images.gr-assets.com/books/1325543155l/13239822.jpg,3.84,10982,"fantasy, fiction",alif unseeng willow wilson
7755,7755,8272,50001,"Robert Foster, J.R.R. Tolkien",The Complete Guide to Middle-Earth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170366180l/50001._SX318_.jpg,4.17,10280,"fantasy, fiction",complete guide middle earthrobert foster j r r tolkien
7756,7756,8273,12449167,Lucinda Riley,Hothouse Flower,https://images.gr-assets.com/books/1320957431l/12449167.jpg,3.8,9282,"fiction, romance",child concert pianist julia forrester would linger hothouse wharton park estate exotic flowers tended grandfather blossomed faded seasons now recovering family tragedy seeks comfort wharton park newly inherited kit crawford charismatic man sad story own years old diary found renovation work pair turn julia s grandmother hear truth love affair turned wharton park s fortunes sour julia plunged back time world olivia harry crawford young couple torn apart second world war whose fragile marriage destined affect happiness generations come including julia s own lucinda riley s heart rending storytelling embraces war torn europe exoticism thailand examines messy tangles love
7757,7757,8274,29008738,Amy Harmon,The Bird and the Sword,https://images.gr-assets.com/books/1462457112l/29008738.jpg,4.29,11705,"fantasy, romance",swallow daughter pull in words sit upon lips lock deep inside soul hide til they ve time grow close mouth upon power curse not cure not til hour speak tell call heaven hell learn thrive silence daughter stay alive day mother killed told father speak again told died would die too predicted king would trade soul lose son sky father claim throne waiting shadows mother s words come pass wants desperately king want free freedom require escape i m prisoner mother s curse father s greed can t speak make sound can t wield sword beguile king land purged enchantment love might magic left could ever love bird back cover
7758,7758,8275,92845,Terry Brooks,The Black Unicorn ,https://images.gr-assets.com/books/1460848089l/92845.jpg,3.75,14108,"fantasy, fiction",wizard meeks assumes appearance ben holiday real ben becomes outcast
7759,7759,8276,16076,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",The Awakening and Selected Short Stories,https://images.gr-assets.com/books/1403398895l/16076.jpg,3.84,8505,"classics, fiction",presents the awakening short stories including beyond bayou a respectable woman a pair silk stockings
7760,7760,8277,2296567,Uwem Akpan,Say You're One of Them,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266709325l/2296567.jpg,3.49,10899,"fiction, contemporary",say one themuwem akpan
7761,7761,8278,6688087,Elly Griffiths,The Crossing Places,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349088962l/6688087.jpg,3.87,12427,"mystery, fiction",forensisch archeologe ruth galloway probeert met behulp van de wetenschap en politieonderzoek jaren oude moorden alsnog op te lossen
7762,7762,8279,721003,Roland Smith,Peak,https://images.gr-assets.com/books/1328876929l/721003.jpg,3.98,13314,"fiction, sports",fourteen year old peak marcello attempts youngest person reach top mount everest
7763,7763,8280,39799,"Henning Mankell, Ebba Segerberg",Steget efter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1169315340l/39799.jpg,4.08,10619,"mystery, crime",steget efterhenning mankell ebba segerberg
7764,7764,8281,825473,Frederick Forsyth,The Devil's Alternative,https://images.gr-assets.com/books/1333578726l/825473.jpg,4,9927,"fiction, thriller",devil s alternativefrederick forsyth
