,Unnamed: 0,book_id,isbn13,authors,original_title,average_rating,ratings_count,image_url
3649,3787,3562,9780553233700.0,L.M. Montgomery,Emily of New Moon,4.09,33317,https://images.gr-assets.com/books/1327883976m/3562.jpg
3661,3799,7035,9781400031370.0,Alexander McCall Smith,Morality for Beautiful Girls,3.97,29574,https://images.gr-assets.com/books/1379303019m/7035.jpg
3668,3807,3895,9780609602200.0,"Ina Garten, Melanie Acevedo",The Barefoot Contessa Cookbook,4.21,22497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3674,3814,5508,9780140369270.0,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",Anne Frank: Beyond the Diary - A Photographic Remembrance,4.25,22725,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3688,3828,9503,9780345464020.0,Amy Tan,Saving Fish from Drowning: A Novel,3.41,24579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3708,3850,29,9780380715440.0,Bill Bryson,The Mother Tongue: English and How It Got That Way,3.95,24133,https://images.gr-assets.com/books/1388209925m/29.jpg
3722,3865,5575,9780446609400.0,James Patterson,Virgin,3.87,25426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3730,3874,5695,9780679734510.0,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",Бесы,4.26,20615,https://images.gr-assets.com/books/1386958613m/5695.jpg
3741,3885,2094,9780553804360.0,"Stephen Hawking, Leonard Mlodinow",A Briefer History of Time,4.19,19838,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3751,3896,4656,9780345463160.0,John Irving,The Fourth Hand,3.3,23277,https://images.gr-assets.com/books/1375776688m/4656.jpg
3753,3898,8957,9780316905730.0,Darren Shan,"Tunnels of Blood (Cirque du Freak, #3) ",4.14,26287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3757,3902,3882,9781400082540.0,Rachael Ray,Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook),3.68,21573,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3769,3915,1519,9780140443330.0,"Aeschylus, Robert Fagles, William Bedell Stanford",Ὀρέστεια,3.99,24588,https://images.gr-assets.com/books/1391822282m/1519.jpg
3780,3926,1426,9780060527980.0,Paulo Coelho,Manual do guerreiro da luz,3.69,19063,https://images.gr-assets.com/books/1359135200m/1426.jpg
3803,3952,6572,9780440182930.0,John Saul,Suffer the Children,3.9,24533,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3842,3992,36,9780618391000.0,"Chris   Smith, Christopher Lee, Richard Taylor",The Lord of the Rings: Weapons and Warfare,4.53,18788,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3845,3995,7194,9780156032830.0,"Arturo Pérez-Reverte, Sonia Soto",El club Dumas,3.82,24090,https://images.gr-assets.com/books/1327896341m/7194.jpg
3849,3999,3378,9780349108390.0,Douglas Coupland,Generation X: Tales for an Accelerated Culture,3.73,20030,https://images.gr-assets.com/books/1485623844m/3378.jpg
3862,4013,7036,9780349117040.0,Alexander McCall Smith,The Kalahari Typing School for Men,3.99,26837,https://images.gr-assets.com/books/1380393680m/7036.jpg
3870,4021,4600,9780689861130.0,Sandra Boynton,"Moo, Baa, La La La!",4.19,26065,https://images.gr-assets.com/books/1451996462m/4600.jpg
3877,4028,880,9780812974610.0,Robert   Harris,Pompeii,3.79,22734,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3893,4044,5693,9780553381010.0,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",Рассказы и Повести,4.36,23027,https://images.gr-assets.com/books/1491936310m/5693.jpg
3906,4057,668,9780451187840.0,"Ayn Rand, Leonard Peikoff",We the Living,3.89,20994,https://images.gr-assets.com/books/1306188481m/668.jpg
3922,4074,9567,9781842430360.0,Tom Robbins,Half Asleep in Frog Pajamas,3.73,17053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3961,4113,9784,9780486424580.0,D.H. Lawrence,Women in Love,3.66,22372,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3969,4123,3717,9780385722220.0,Chuck Palahniuk,Stranger Than Fiction: True Stories,3.56,18091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3985,4141,9833,9781400044610.0,"Haruki Murakami, Philip Gabriel, Jay Rubin"," めくらやなぎと、眠る女 [Mekurayanagi to, nemuru onna]",3.83,19216,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3989,4145,9355,9780345479720.0,John Irving,Until I Find You,3.61,20784,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4033,4190,5787,9780142437890.0,"Jorge Luis Borges, Andrew Hurley",El Aleph,4.39,16590,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4034,4192,2054,9780394757680.0,Raymond Chandler,The Long Goodbye,4.23,22503,https://images.gr-assets.com/books/1388225584m/2054.jpg
4035,4193,2050,9780394758280.0,Raymond Chandler,"Farewell, My Lovely",4.17,21864,https://images.gr-assets.com/books/1465778099m/2050.jpg
4056,4216,4835,9780670886590.0,"Salman Rushdie, Paul Birkbeck",Haroun and the Sea of Stories,4.01,19221,https://images.gr-assets.com/books/1419913148m/4835.jpg
4091,4251,2748,9780060987050.0,Douglas Coupland,Microserfs,3.88,19516,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4095,4255,8960,9780316905750.0,Darren Shan,"Vampire Mountain (Cirque du Freak, #4) ",4.16,23847,https://images.gr-assets.com/books/1255813254m/8960.jpg
4098,4258,9598,9780385334170.0,Kurt Vonnegut Jr.,Deadeye Dick,3.8,19212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4116,4277,1591,9780872206040.0,"Aristophanes, Sarah Ruden",Λυσιστράτη,3.84,25758,https://images.gr-assets.com/books/1335892524m/1591.jpg
4135,4297,3764,9780142002070.0,Ian Fleming,"From Russia, with Love",3.88,19802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4151,4315,7983,9780142501530.0,"Brian Jacques, Gary Chalk",Salamandastron,4.05,23723,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4159,4323,3832,9780743219570.0,P.D. James,Cover Her Face,3.94,22941,https://images.gr-assets.com/books/1298412294m/3832.jpg
4173,4338,275,9780375700520.0,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",L'Amant,3.76,18947,https://images.gr-assets.com/books/1423329337m/275.jpg
4175,4340,3690,9780142437310.0,"Graham Greene, John Updike",The Power and the Glory,3.99,21315,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4183,4348,3648,9780307264190.0,Claire Messud,The Emperor's Children,2.93,15362,https://images.gr-assets.com/books/1320497348m/3648.jpg
4230,4400,5186,9780375705040.0,Edwidge Danticat,"Breath, Eyes, Memory ",3.86,22123,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4243,4414,6628,9780143037230.0,Jasper Fforde,The Big Over Easy,3.92,24870,https://images.gr-assets.com/books/1432412758m/6628.jpg
4248,4419,1624,9780865471180.0,Beryl Markham,West with the Night,4.18,19738,https://images.gr-assets.com/books/1368204688m/1624.jpg
4259,4430,8676,9780684845780.0,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",Unlimited Power : The New Science Of Personal Achievement,4.21,18588,https://images.gr-assets.com/books/1419212761m/8676.jpg
4285,4456,1305,9780553383680.0,Steven Pressfield,Gates of Fire: An Epic Novel of the Battle of Thermopylae,4.4,17952,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4296,4468,7186,9780192836380.0,"Alexandre Dumas fils, David Coward",La Dame aux camélias,3.97,13562,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4332,4508,9799,9780571219350.0,Jonathan Lethem,The Fortress of Solitude,3.87,15100,https://images.gr-assets.com/books/1418677318m/9799.jpg
4340,4516,6530,9780425204210.0,Patricia Cornwell,Trace,3.76,23287,https://images.gr-assets.com/books/1310723816m/6530.jpg
4365,4543,6819,9780375724500.0,David Mitchell,Ghostwritten,4.06,17900,https://images.gr-assets.com/books/1320415093m/6819.jpg
4375,4555,2873,9780452284450.0,Tracy Chevalier,The Virgin Blue,3.65,23484,https://images.gr-assets.com/books/1395581883m/2873.jpg
4402,4583,9569,9781842431020.0,Tom Robbins,Villa Incognito,3.65,14206,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4414,4595,3974,9780316017440.0,Dan Simmons,The Terror,4.0,21225,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4433,4615,900,9780060554740.0,Neil Strauss,The Game,3.73,16698,https://images.gr-assets.com/books/1410129471m/900.jpg
4441,4623,8967,9780316000960.0,Darren Shan,"Trials of Death (Cirque du Freak, #5) ",4.25,22157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4458,4643,903,9780808553040.0,Zilpha Keatley Snyder,The Egypt Game,3.81,26657,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4494,4679,7329,9780261102160.0,"J.R.R. Tolkien, Christopher Tolkien",Unfinished Tales of Númenor and Middle-Earth,3.93,18402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4501,4686,3692,9780099478420.0,Graham Greene,The Heart of the Matter,3.98,19149,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4521,4706,6528,9780425210280.0,Patricia Cornwell,Predator,3.67,21668,https://images.gr-assets.com/books/1310552145m/6528.jpg
4527,4712,1849,9780446579670.0,Nelson DeMille,Wild Fire,3.99,18529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4535,4721,4516,9788423648990.0,Carlos Ruiz Zafón,Marina,3.99,18260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4539,4725,4591,9780060894080.0,Matt Ridley,Genome: The Autobiography of a Species in 23 Chapters,4.02,17684,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4547,4733,9530,9780965925080.0,Robert Kurson,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,4.26,16917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4555,4741,3304,9780060535030.0,"Isabel Allende, Margaret Sayers Peden",La ciudad de las bestias,3.69,15497,https://images.gr-assets.com/books/1331488122m/3304.jpg
4578,4766,359,9780345455290.0,Douglas Adams,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,3.92,20177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4582,4770,6753,9780349111890.0,David Foster Wallace,Brief Interviews with Hideous Men,3.88,15555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4619,4807,647,9780312421430.0,Naomi Klein,No Logo,3.86,18792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4621,4809,7748,9780446698220.0,Hunter S. Thompson,Fear and Loathing on the Campaign Trail '72,4.1,15306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4627,4815,4031,9780375727280.0,Bret Easton Ellis,Lunar Park,3.6,16431,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4643,4833,424,9780374521720.0,Joan Didion,Slouching Towards Bethlehem: Essays,4.24,17787,https://images.gr-assets.com/books/1327952074m/424.jpg
4647,4837,446,9780312426230.0,Paul Auster,The Brooklyn Follies,3.81,15635,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4654,4844,5158,9780375703060.0,Kaye Gibbons,A Virtuous Woman,3.67,21311,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4656,4846,8968,9780316000970.0,Darren Shan,"The Vampire Prince (Cirque Du Freak, #6)",4.23,20877,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4670,4860,8088,9780515138820.0,Robin McKinley,Sunshine,3.85,27918,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4674,4865,2368,9780671447540.0,David McCullough,Mornings on Horseback,4.1,18321,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4726,4920,9913,9780375703840.0,Bret Easton Ellis,Glamorama,3.47,14947,https://images.gr-assets.com/books/1403179508m/9913.jpg
4732,4926,9804,9780156106800.0,"Italo Calvino, Archibald Colquhoun",Il barone rampante,4.06,13221,https://images.gr-assets.com/books/1344432724m/9804.jpg
4735,4929,5367,9780380809070.0,Roger Zelazny,The Great Book of Amber,4.31,20748,https://images.gr-assets.com/books/1165519096m/5367.jpg
4765,4962,6526,9780399153940.0,Patricia Cornwell,Book of the Dead,3.63,20962,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4768,4965,8964,9781577780720.0,"D.C. Talk, The Voice of the Martyrs","Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks",4.2,17602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4785,4983,822,9780060733350.0,Neal Stephenson,The Confusion,4.24,17381,https://images.gr-assets.com/books/1407706997m/822.jpg
4794,4992,428,9780374529950.0,"Joan Didion, David Thomson",Play It as It Lays,3.86,17411,https://images.gr-assets.com/books/1327935636m/428.jpg
4797,4995,4006,9780722533950.0,"Paulo Coelho, Alan R. Clarke",As Valkírias,3.3,14364,https://images.gr-assets.com/books/1414013931m/4006.jpg
4808,5006,4987,9780385333900.0,Kurt Vonnegut Jr.,Jailbird,3.81,15643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4810,5008,3973,9780380817920.0,Dan Simmons,Ilium,4.01,19242,https://images.gr-assets.com/books/1390894862m/3973.jpg
4819,5017,7679,9780060092570.0,Michael Crichton,The Terminal Man,3.34,19072,https://images.gr-assets.com/books/1461056182m/7679.jpg
4860,5059,7973,9780345482400.0,Orson Scott Card,Enchantment,3.89,21889,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4864,5063,5872,9780140236230.0,Pat Barker,Regeneration,4.03,17126,https://images.gr-assets.com/books/1365925619m/5872.jpg
4958,5162,8963,9780316000990.0,Darren Shan,"Hunters of the Dusk (Cirque Du Freak, #7)",4.17,19326,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4968,5173,3581,9780553212420.0,Arthur Conan Doyle,"Sherlock Holmes: The Complete Novels and Stories, Volume I",4.45,17950,https://images.gr-assets.com/books/1320490450m/3581.jpg
4980,5186,2879,9781421506140.0,Tite Kubo,Bleach―ブリーチ― 15,4.41,17078,https://images.gr-assets.com/books/1417981626m/2879.jpg
4992,5198,7993,9780142302390.0,"Brian Jacques, Gary Chalk",Mariel of Redwall,3.96,21214,https://images.gr-assets.com/books/1299761476m/7993.jpg
4993,5199,5752,9780142003340.0,Steven Pinker,The Blank Slate: The Modern Denial of Human Nature,4.07,15647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5010,5217,3656,9781400097030.0,John Banville,The Sea,3.49,16558,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5018,5225,8966,9780316106540.0,Darren Shan,"Allies of the Night (Cirque Du Freak, Book 8)",4.19,18649,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5022,5229,6554,9780553297260.0,John Saul,Darkness,3.92,17338,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5104,5316,5175,9780380794870.0,Pearl Cleage,What Looks Like Crazy on an Ordinary Day,3.7,17853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5117,5329,8952,9780316016670.0,Darren Shan,"Killers of the Dawn (Cirque Du Freak, #9)",4.22,18194,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5135,5347,6194,9780140283360.0,J.M. Coetzee,Waiting for the Barbarians,3.94,14830,https://images.gr-assets.com/books/1330879044m/6194.jpg
5139,5351,4630,9780684859230.0,Ernest Hemingway,To Have and Have Not,3.57,16074,https://images.gr-assets.com/books/1400886825m/4630.jpg
5140,5352,5062,9780451219600.0,Ken Follett,Jackdaws,3.91,17489,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5167,5379,5179,9780671774680.0,Melinda Haynes,Mother of Pearl,3.67,17378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5169,5381,7682,9780553129200.0,Michael Crichton,The Great Train Robbery,3.84,17309,https://images.gr-assets.com/books/1328309104m/7682.jpg
5199,5412,3300,9780061161540.0,"Isabel Allende, Margaret Sayers Peden",Inés del alma mía,3.9,13539,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5206,5419,5130,9780060085490.0,Aldous Huxley,Island,3.87,14440,https://images.gr-assets.com/books/1375947541m/5130.jpg
5216,5429,4373,9780060856270.0,Loung Ung,First They Killed My Father: A Daughter of Cambodia Remembers,4.29,17459,https://images.gr-assets.com/books/1407105580m/4373.jpg
5229,5443,3381,9781582344160.0,Douglas Coupland,Hey Nostradamus!,3.72,14645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5244,5458,7053,9780375422710.0,Alexander McCall Smith,In the Company of Cheerful Ladies,4.07,19839,https://images.gr-assets.com/books/1422951731m/7053.jpg
5245,5459,8296,9780060885460.0,"Laura Ingalls Wilder, Garth Williams",The First Four Years,3.88,24180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5254,5469,5289,9780007144360.0,"Oscar Wilde, Merlin Holland",Collected Works,4.45,10835,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5321,5540,304,9780375760140.0,"George Eliot, Edmund White",Daniel Deronda,3.82,17723,https://images.gr-assets.com/books/1320432000m/304.jpg
5350,5569,6820,9780812966920.0,David Mitchell,number9dream,3.92,13726,https://images.gr-assets.com/books/1320540682m/6820.jpg
5351,5570,3384,9780060987330.0,Douglas Coupland,Girlfriend in a Coma,3.61,14576,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5374,5594,9914,9780330339190.0,Bret Easton Ellis,The Informers,3.39,12898,https://images.gr-assets.com/books/1374684746m/9914.jpg
5388,5608,7911,9781416916180.0,Margaret Sidney,Five Little Peppers and How They Grew,4.03,19780,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5407,5629,5548,9780393320920.0,Richard Feynman,What Do You Care What Other People Think? Further Adventures of a Curious Character,4.28,14948,https://images.gr-assets.com/books/1297913068m/5548.jpg
5416,5639,8725,9780375758740.0,Ruth Reichl,Comfort Me with Apples: More Adventures at the Table,4.02,16021,https://images.gr-assets.com/books/1339885200m/8725.jpg
5451,5675,5160,9780375500720.0,Maya Angelou,The Heart of a Woman,4.19,15962,https://images.gr-assets.com/books/1417404078m/5160.jpg
5459,5684,1627,9780743271320.0,Annie Proulx,Brokeback Mountain,3.93,19871,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5491,5723,7663,9780451210630.0,"Jeffery Hudson, Michael Crichton",A Case of Need,3.6,14109,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5499,5732,348,9780345413990.0,Robert A. Heinlein,The Door into Summer,4.0,15298,https://images.gr-assets.com/books/1342241886m/348.jpg
5503,5737,3103,9780393310320.0,E.M. Forster,Maurice,4.02,16301,https://images.gr-assets.com/books/1361934128m/3103.jpg
5507,5741,6426,9780060584030.0,Janet Evanovich,Motor Mouth,3.66,20983,https://images.gr-assets.com/books/1479699584m/6426.jpg
5525,5760,5809,9782020418780.0,Thomas Pynchon,V.,3.97,13485,https://images.gr-assets.com/books/1328110787m/5809.jpg
5543,5778,8951,9780316016650.0,Darren Shan,"The Lake of Souls (Cirque Du Freak, #10)",4.19,16803,https://images.gr-assets.com/books/1255988654m/8951.jpg
5583,5821,3763,9780142003240.0,Ian Fleming,Live and Let Die,3.62,14230,https://images.gr-assets.com/books/1327953982m/3763.jpg
5608,5848,1897,9780385488180.0,Jon Krakauer,Eiger Dreams: Ventures Among Men and Mountains,3.97,14010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5626,5866,4652,9780684822770.0,Ernest Hemingway,In Our Time,3.8,14912,https://images.gr-assets.com/books/1369859426m/4652.jpg
5628,5868,7201,9780312997110.0,Jeffrey Archer,As The Crow Flies,4.05,14415,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5633,5874,9957,9780099468390.0,Ian McEwan,The Cement Garden,3.57,14418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5646,5888,5936,9780374529600.0,"Pablo Neruda, Ilan Stavans",The Poetry of Pablo Neruda,4.44,14596,https://images.gr-assets.com/books/1417605511m/5936.jpg
5647,5889,2872,9780452283210.0,Tracy Chevalier,Falling Angels,3.55,18465,https://images.gr-assets.com/books/1327995250m/2872.jpg
5668,5910,7073,9780345915630.0,John Irving,A Son of the Circus,3.61,14878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5681,5923,7058,9780375422740.0,Alexander McCall Smith,The Good Husband of Zebra Drive,4.06,18329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5695,5937,3858,9780767915750.0,Sarah Macdonald,Holy Cow: An Indian Adventure,3.51,13627,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5759,6002,9762,9781400045370.0,"Byron Katie, Stephen Mitchell",Loving What Is: Four Questions That Can Change Your Life,4.15,12568,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5802,6046,6750,9780142002420.0,David Foster Wallace,The Broom of the System,3.84,13011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5812,6057,3368,9780321344760.0,Steve Krug,Don't Make Me Think! A common sense approach to web usability,4.24,7296,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5866,6116,7628,9781551113810.0,"Ford Madox Ford, Kenneth Womack, William Baker",The Good Soldier,3.72,14471,https://images.gr-assets.com/books/1389213508m/7628.jpg
5920,6171,6551,9780142437290.0,"Saul Bellow, Philip Roth",Herzog,3.79,14324,https://images.gr-assets.com/books/1386924221m/6551.jpg
5925,6176,5755,9780060958340.0,Steven Pinker,The Language Instinct: How the Mind Creates Language,4.05,12870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5932,6183,7432,9780312426220.0,Jacqueline Winspear,Pardonable Lies,4.09,17947,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5953,6205,8949,9780316156290.0,Darren Shan,"Lord of the Shadows (Cirque Du Freak, #11)",4.22,15794,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5961,6213,3885,9780898214970.0,"Janet Briggs, Beth Wittlinger",The Taste of Home Cookbook,4.25,14469,https://images.gr-assets.com/books/1309198140m/3885.jpg
5969,6221,7520,9781416516320.0,Brad Thor,Path of the Assassin,4.17,12652,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5991,6245,7968,9780812524260.0,Orson Scott Card,"Red Prophet (Tales of Alvin Maker, #2)",3.78,16704,https://images.gr-assets.com/books/1379147136m/7968.jpg
6013,6267,9650,9781421808310.0,George Orwell,Burmese Days,3.84,12119,https://images.gr-assets.com/books/1415573403m/9650.jpg
6038,6292,2915,9780440227500.0,Gary Paulsen,The River,3.77,14198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6042,6296,5053,9780451208700.0,Ken Follett,The Man from St. Petersburg,3.84,13193,https://images.gr-assets.com/books/1411331808m/5053.jpg
6063,6319,250,9780802151830.0,Henry Miller,Tropic of Capricorn,3.85,12082,https://images.gr-assets.com/books/1417652073m/250.jpg
6093,6350,1875,9780679724700.0,"Michel Foucault, Robert Hurley",Histoire de la sexualité 1. La Volonté de savoir,4.03,12565,https://images.gr-assets.com/books/1486236798m/1875.jpg
6101,6358,7531,9780375760910.0,Laurie Notaro,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,3.89,15198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6111,6368,7184,9780192838440.0,"Alexandre Dumas, David Coward, Auguste Maquet",Vingt ans après,4.01,14539,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6113,6370,447,9780140115860.0,Paul Auster,Moon Palace,3.99,12170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6137,6394,698,9780307263940.0,Anne Tyler,Digging to America,3.53,15484,https://images.gr-assets.com/books/1327901292m/698.jpg
6140,6397,7979,9780142400300.0,Brian Jacques,The Bellmaker,3.95,17476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6142,6399,5849,9780330487190.0,V.S. Naipaul,A House for Mr. Biswas,3.82,13073,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6153,6411,2137,9780312424080.0,Michael Cunningham,A Home at the End of the World,3.89,13228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6159,6417,4955,9781400095570.0,Dave Eggers,How We Are Hungry,3.75,11282,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
